Loyalty Number,Country,Province,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Salary_Missing,total_flights_2017,total_distance_2017,total_points_accum_2017,total_points_redeemed_2017,total_dollar_redeemed_2017,avg_monthly_flights_2017,std_monthly_flights_2017,active_months_2017,redemption_rate_2017,flights_fall_2017,flights_spring_2017,flights_summer_2017,flights_winter_2017,months_since_last_flight_2017,churned,tenure_months
112522,Canada,Alberta,Male,Bachelor,49846.0,Married,Aurora,5636.74,2018 Promotion,2018,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
357549,Canada,British Columbia,Female,Bachelor,76410.0,Single,Star,3964.73,Standard,2018,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0
330694,Canada,Alberta,Female,Bachelor,105053.0,Married,Aurora,6172.91,2018 Promotion,2018,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
265297,Canada,Manitoba,Female,Bachelor,60519.0,Married,Star,3978.67,Standard,2018,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
789157,Canada,British Columbia,Female,College,,Single,Star,3995.36,Standard,2018,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
984713,Canada,Ontario,Female,College,,Single,Star,3997.48,Standard,2018,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
472521,Canada,Alberta,Male,College,,Married,Aurora,6265.34,2018 Promotion,2018,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
967300,Canada,Alberta,Male,Bachelor,62630.0,Single,Aurora,6364.9,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
920716,Canada,Alberta,Female,College,,Single,Aurora,7098.91,2018 Promotion,2018,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
958839,Canada,Quebec,Male,Doctor,90995.0,Married,Star,4083.56,Standard,2018,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
746226,Canada,British Columbia,Female,Bachelor,63501.0,Married,Star,4089.04,Standard,2018,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
123094,Canada,British Columbia,Female,Bachelor,92223.0,Married,Star,4103.85,Standard,2018,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
366540,Canada,Alberta,Female,Bachelor,90077.0,Married,Aurora,7288.88,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
766335,Canada,Alberta,Male,Bachelor,67756.0,Married,Aurora,7482.49,2018 Promotion,2018,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
354438,Canada,Quebec,Male,College,,Married,Star,4167.09,Standard,2018,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
845613,Canada,Quebec,Male,Bachelor,54297.0,Married,Star,4198.03,Standard,2018,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
645919,Canada,Alberta,Female,Bachelor,66297.0,Divorced,Aurora,7484.31,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
675879,Canada,Alberta,Male,Bachelor,78617.0,Married,Aurora,8000.55,2018 Promotion,2018,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
827194,Canada,Alberta,Female,Bachelor,71450.0,Married,Aurora,8255.76,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
397518,Canada,Saskatchewan,Male,Bachelor,76056.0,Married,Star,4235.18,Standard,2018,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0
110262,Canada,Alberta,Male,Bachelor,52267.0,Married,Aurora,9427.68,2018 Promotion,2018,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
342980,Canada,Alberta,Female,Bachelor,69086.0,Single,Aurora,19480.5,2018 Promotion,2018,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
830547,Canada,British Columbia,Male,Bachelor,51111.0,Single,Star,4271.2,Standard,2018,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
317001,Canada,Ontario,Male,Bachelor,61809.0,Married,Star,4282.95,Standard,2018,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
670686,Canada,Ontario,Female,College,,Single,Star,4291.06,Standard,2018,5,1,16.0,24209.0,24209.0,0.0,0.0,1.3333333333333333,1.4354811251305468,7.0,0.0,2.0,4.0,2.0,8.0,0.0,0,0
573661,Canada,Quebec,Female,Bachelor,86098.0,Single,Star,4303.64,Standard,2018,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
342483,Canada,Alberta,Male,College,,Single,Aurora,23706.11,2018 Promotion,2018,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
816881,Canada,Quebec,Male,Bachelor,56411.0,Married,Star,4314.17,Standard,2018,6,0,21.0,23950.0,23950.0,452.0,81.0,1.75,1.4222261679238197,9.0,0.018872651356993737,3.0,6.0,8.0,4.0,2.0,0,0
384146,Canada,Alberta,Female,High School or Below,48890.0,Married,Nova,2790.23,2018 Promotion,2018,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
510372,Canada,Ontario,Female,College,,Divorced,Star,4322.24,Standard,2018,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
780631,Canada,Ontario,Female,Bachelor,92131.0,Married,Star,4331.46,Standard,2018,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
559233,Canada,Ontario,Female,Bachelor,87262.0,Married,Star,4349.31,Standard,2018,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
223684,Canada,Ontario,Male,Bachelor,74964.0,Married,Star,4362.93,Standard,2018,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
723262,Canada,Alberta,Male,Bachelor,74964.0,Married,Star,4362.93,Standard,2018,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
879892,Canada,Ontario,Male,Bachelor,71797.0,Divorced,Star,4363.12,Standard,2018,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
134279,Canada,Ontario,Male,Bachelor,78573.0,Divorced,Star,4376.36,Standard,2018,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
995693,Canada,Alberta,Female,Bachelor,78573.0,Divorced,Star,4376.36,Standard,2018,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
639383,Canada,Ontario,Female,Bachelor,46978.0,Married,Star,4381.18,Standard,2018,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
884530,Canada,British Columbia,Female,High School or Below,61040.0,Married,Star,4381.88,Standard,2018,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
543553,Canada,Ontario,Female,Master,72027.0,Single,Star,4386.28,Standard,2018,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
863122,Canada,Ontario,Male,Bachelor,52922.0,Married,Star,4395.89,Standard,2018,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
514900,Canada,Ontario,Female,Bachelor,91100.0,Married,Star,4425.91,Standard,2018,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
977693,Canada,Alberta,Female,College,,Single,Nova,2887.74,2018 Promotion,2018,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
443967,Canada,Alberta,Female,High School or Below,73327.0,Single,Nova,3086.87,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
556492,Canada,Alberta,Male,College,,Single,Nova,3099.54,2018 Promotion,2018,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
855602,Canada,Alberta,Male,Bachelor,60704.0,Single,Nova,3133.5,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
883242,Canada,Ontario,Male,College,,Single,Star,4463.0,Standard,2018,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
606076,Canada,Alberta,Female,Bachelor,77162.0,Married,Star,4465.34,Standard,2018,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0
120613,Canada,Quebec,Female,College,,Single,Star,4466.1,Standard,2018,12,1,11.0,21306.0,21306.0,876.0,158.0,0.9166666666666666,1.3113721705515067,6.0,0.0411151788228668,5.0,4.0,0.0,2.0,0.0,0,0
947876,Canada,Ontario,Male,Bachelor,101171.0,Married,Star,4479.02,Standard,2018,12,0,31.0,49354.0,49354.0,0.0,0.0,2.5833333333333335,1.8319554050414564,9.0,0.0,10.0,3.0,9.0,9.0,0.0,0,0
712114,Canada,Alberta,Female,Bachelor,87293.0,Married,Nova,3235.36,2018 Promotion,2018,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
703338,Canada,Ontario,Male,College,,Single,Star,4502.87,Standard,2018,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
667687,Canada,Ontario,Female,College,,Single,Star,4512.2,Standard,2018,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
430521,Canada,Saskatchewan,Female,Bachelor,47639.0,Divorced,Star,4515.45,Standard,2018,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0
271641,Canada,Alberta,Male,College,,Married,Nova,3256.77,2018 Promotion,2018,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
696577,Canada,Alberta,Female,Bachelor,58713.0,Single,Nova,3757.8,2018 Promotion,2018,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
686223,Canada,Alberta,Male,Bachelor,33651.0,Married,Nova,3837.45,2018 Promotion,2018,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
450979,Canada,Quebec,Male,College,,Divorced,Star,4541.26,Standard,2018,11,1,16.0,30627.0,30627.0,0.0,0.0,1.3333333333333333,1.8257418583505538,5.0,0.0,4.0,4.0,1.0,7.0,0.0,0,0
782523,Canada,Ontario,Female,Bachelor,56443.0,Married,Star,4547.89,Standard,2018,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
430880,Canada,Alberta,Female,Bachelor,102644.0,Single,Nova,5272.19,2018 Promotion,2018,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
216652,Canada,Alberta,Male,Bachelor,73496.0,Married,Nova,5387.93,2018 Promotion,2018,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
561092,Canada,Quebec,Male,High School or Below,48849.0,Married,Star,4558.43,Standard,2018,11,0,24.0,30286.0,30286.0,469.0,84.0,2.0,2.215646837627989,7.0,0.015485702965066368,6.0,6.0,6.0,6.0,0.0,0,0
651054,Canada,Ontario,Male,Bachelor,101280.0,Married,Star,4583.75,Standard,2018,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
674637,Canada,Alberta,Female,Bachelor,83167.0,Married,Nova,5395.83,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
882024,Canada,British Columbia,Male,College,,Married,Star,4594.26,Standard,2018,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
329358,Canada,Ontario,Male,Bachelor,89923.0,Single,Star,4599.76,Standard,2018,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
984824,Canada,Alberta,Female,Bachelor,94891.0,Married,Nova,5500.01,2018 Promotion,2018,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
995877,Canada,Quebec,Male,College,,Single,Star,4623.54,Standard,2018,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
123928,Canada,Quebec,Male,Bachelor,52589.0,Divorced,Star,4624.56,Standard,2018,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0
133324,Canada,Alberta,Male,Bachelor,62527.0,Married,Nova,5759.91,2018 Promotion,2018,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
428826,Canada,British Columbia,Male,Bachelor,63029.0,Single,Star,4645.57,Standard,2018,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
132563,Canada,Quebec,Male,College,,Single,Nova,5955.54,2018 Promotion,2018,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
518533,Canada,Quebec,Male,Bachelor,59369.0,Married,Star,4646.39,Standard,2018,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
229204,Canada,British Columbia,Female,College,,Married,Star,4652.89,Standard,2018,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
686728,Canada,Quebec,Male,Bachelor,80816.0,Single,Nova,5989.77,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
197529,Canada,Saskatchewan,Male,College,,Married,Star,4699.03,Standard,2018,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0
887192,Canada,Ontario,Male,College,,Married,Star,4704.18,Standard,2018,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
260685,Canada,British Columbia,Female,High School or Below,45384.0,Married,Star,4726.87,Standard,2018,7,0,17.0,28644.0,28644.0,0.0,0.0,1.4166666666666667,1.3113721705515065,8.0,0.0,3.0,7.0,4.0,3.0,3.0,0,0
982202,Canada,Ontario,Female,High School or Below,45384.0,Married,Star,4726.87,Standard,2018,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
343051,Canada,Quebec,Male,Bachelor,63561.0,Married,Nova,8730.42,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
794248,Canada,Quebec,Male,College,,Single,Nova,9599.95,2018 Promotion,2018,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
948327,Canada,British Columbia,Male,Bachelor,78659.0,Married,Star,4742.11,Standard,2018,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
597897,Canada,British Columbia,Female,College,,Single,Star,4759.66,Standard,2018,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
119408,Canada,British Columbia,Female,College,,Single,Star,4760.94,Standard,2018,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
381786,Canada,Newfoundland,Male,High School or Below,79731.0,Married,Star,4766.94,Standard,2018,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
815207,Canada,Quebec,Male,Bachelor,48680.0,Married,Nova,24261.02,2018 Promotion,2018,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
671764,Canada,Quebec,Male,Doctor,222764.0,Single,Nova,35850.6,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
142290,Canada,Alberta,Male,College,,Divorced,Star,2004.35,2018 Promotion,2018,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
767728,Canada,Quebec,Male,Bachelor,56104.0,Married,Star,4795.39,Standard,2018,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
872408,Canada,Alberta,Female,High School or Below,56173.0,Married,Star,4801.66,Standard,2018,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0
672103,Canada,British Columbia,Male,College,,Single,Star,4811.74,Standard,2018,11,1,22.0,18623.0,18623.0,1660.0,300.0,1.8333333333333333,1.9462473604038073,8.0,0.08913708854642109,1.0,6.0,10.0,5.0,0.0,0,0
615394,Canada,Ontario,Female,High School or Below,67071.0,Married,Star,4831.42,Standard,2018,11,0,16.0,22576.0,22576.0,0.0,0.0,1.3333333333333333,1.8257418583505538,5.0,0.0,8.0,2.0,4.0,2.0,1.0,0,0
769623,Canada,Ontario,Male,Bachelor,60235.0,Divorced,Star,4834.71,Standard,2018,6,0,14.0,18275.0,18275.0,0.0,0.0,1.1666666666666667,1.403458930534474,6.0,0.0,1.0,3.0,1.0,9.0,0.0,0,0
822694,Canada,Ontario,Male,Bachelor,49577.0,Married,Star,4855.77,Standard,2018,6,0,23.0,32081.0,32081.0,1183.0,213.0,1.9166666666666667,1.6764862244009227,9.0,0.036875409120663324,3.0,6.0,7.0,7.0,0.0,0,0
747483,Canada,Quebec,Male,College,,Single,Star,4858.07,Standard,2018,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
134717,Canada,Alberta,Male,College,,Single,Star,2379.74,2018 Promotion,2018,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
416620,Canada,Quebec,Male,Bachelor,58863.0,Married,Star,4862.91,Standard,2018,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
455892,Canada,Alberta,Female,College,,Single,Star,2393.92,2018 Promotion,2018,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
923268,Canada,Quebec,Female,Bachelor,70635.0,Married,Star,2457.58,2018 Promotion,2018,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
967634,Canada,New Brunswick,Female,Bachelor,72587.0,Married,Star,4869.24,Standard,2018,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
919506,Canada,British Columbia,Female,High School or Below,68312.0,Divorced,Star,4869.6,Standard,2018,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
273353,Canada,Quebec,Male,Master,98422.0,Married,Star,4873.44,Standard,2018,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
988839,Canada,Saskatchewan,Female,Bachelor,63634.0,Married,Star,4878.95,Standard,2018,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0
340934,Canada,Nova Scotia,Male,Bachelor,47446.0,Married,Star,4882.29,Standard,2018,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0
968764,Canada,Alberta,Male,Bachelor,70867.0,Divorced,Star,2521.63,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
698180,Canada,British Columbia,Female,High School or Below,69529.0,Single,Star,4897.04,Standard,2018,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
602694,Canada,Quebec,Female,Master,79329.0,Divorced,Star,4904.89,Standard,2018,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
662934,Canada,Alberta,Male,College,,Single,Star,2555.05,2018 Promotion,2018,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
706628,Canada,Ontario,Female,College,,Single,Star,4911.77,Standard,2018,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
622171,Canada,Quebec,Female,Bachelor,55002.0,Married,Aurora,4956.62,Standard,2018,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
328180,Canada,Alberta,Male,Bachelor,61809.0,Married,Star,2567.15,2018 Promotion,2018,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
275413,Canada,Quebec,Female,Bachelor,88055.0,Married,Star,2582.41,2018 Promotion,2018,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
381717,Canada,Ontario,Female,Bachelor,95061.0,Married,Aurora,4984.62,Standard,2018,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
