Loyalty Number,Country,Province,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Salary_Missing,total_flights_2017,total_distance_2017,total_points_accum_2017,total_points_redeemed_2017,total_dollar_redeemed_2017,avg_monthly_flights_2017,std_monthly_flights_2017,active_months_2017,redemption_rate_2017,flights_fall_2017,flights_spring_2017,flights_summer_2017,flights_winter_2017,months_since_last_flight_2017,churned,tenure_months
864324,Canada,Quebec,Female,Bachelor,75827.0,Married,Star,3939.01,Standard,2018,6,0,18.0,24458.0,24458.0,588.0,106.0,1.5,1.5666989036012806,7.0,0.024041213508872353,3.0,0.0,9.0,6.0,0.0,0,0
124678,Canada,Nova Scotia,Male,Doctor,152955.0,Married,Star,3954.34,Standard,2013,6,0,26.0,42652.0,42652.0,304.0,55.0,2.1666666666666665,1.992409839791244,9.0,0.007127450060958455,5.0,9.0,11.0,1.0,1.0,0,54
186015,Canada,British Columbia,Male,Doctor,152955.0,Married,Star,3954.34,Standard,2015,9,0,16.0,26002.0,26002.0,0.0,0.0,1.3333333333333333,1.9694638556693238,5.0,0.0,3.0,0.0,6.0,7.0,0.0,0,27
461108,Canada,Quebec,Male,Doctor,152955.0,Married,Star,3954.34,Standard,2018,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
589580,Canada,British Columbia,Male,Doctor,152955.0,Married,Star,3954.34,Standard,2015,8,0,27.0,49010.0,49010.0,718.0,129.0,2.25,1.815338686155987,8.0,0.014650071413997143,2.0,7.0,8.0,10.0,0.0,0,28
623688,Canada,Ontario,Female,Doctor,152955.0,Married,Star,3954.34,Standard,2016,5,0,28.0,48235.0,48235.0,690.0,124.0,2.3333333333333335,1.6696942198734437,9.0,0.0143049652741785,4.0,10.0,7.0,7.0,0.0,0,19
386082,Canada,Alberta,Female,Bachelor,30486.0,Divorced,Aurora,5391.97,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
256147,Canada,Ontario,Female,College,,Married,Star,3958.0,Standard,2012,9,1,26.0,42247.0,42247.0,339.0,61.0,2.1666666666666665,2.0375267241229382,9.0,0.008024238407460884,2.0,10.0,11.0,3.0,0.0,0,63
329382,Canada,Quebec,Male,College,,Single,Star,3961.59,Standard,2012,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,64
140392,Canada,British Columbia,Female,Bachelor,96814.0,Married,Star,3963.39,Standard,2013,7,0,15.0,15254.0,15254.0,567.0,102.0,1.25,1.4847711791873706,7.0,0.03717057820899436,8.0,3.0,3.0,1.0,2.0,0,53
112522,Canada,Alberta,Male,Bachelor,49846.0,Married,Aurora,5636.74,2018 Promotion,2018,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
230908,Canada,British Columbia,Male,Doctor,217538.0,Divorced,Star,3964.15,Standard,2012,5,0,29.0,43406.0,43406.0,822.0,148.0,2.4166666666666665,1.8319554050414562,9.0,0.018937474081924158,8.0,7.0,7.0,7.0,0.0,0,67
972581,Canada,British Columbia,Male,High School or Below,48744.0,Married,Star,3964.53,Standard,2016,2,0,16.0,20391.0,20391.0,639.0,115.0,1.3333333333333333,1.2309149097933272,8.0,0.03133735471531558,4.0,4.0,5.0,3.0,1.0,0,22
357549,Canada,British Columbia,Female,Bachelor,76410.0,Single,Star,3964.73,Standard,2018,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0
330694,Canada,Alberta,Female,Bachelor,105053.0,Married,Aurora,6172.91,2018 Promotion,2018,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
910875,Canada,Quebec,Female,Bachelor,84914.0,Married,Star,3966.13,Standard,2012,11,0,8.0,18109.0,18109.0,0.0,0.0,0.6666666666666666,1.0730867399773196,4.0,0.0,0.0,2.0,1.0,5.0,5.0,0,61
501704,Canada,Quebec,Male,College,,Divorced,Star,3974.86,Standard,2013,5,1,18.0,16769.0,16769.0,2034.0,366.0,1.5,2.0670576365276494,5.0,0.12129524718230067,5.0,5.0,4.0,4.0,0.0,0,55
529098,Canada,British Columbia,Female,College,,Divorced,Star,3974.86,Standard,2017,10,1,5.0,6230.0,6230.0,467.0,84.0,0.4166666666666667,1.443375672974064,1.0,0.07495987158908507,0.0,0.0,0.0,5.0,0.0,0,2
265297,Canada,Manitoba,Female,Bachelor,60519.0,Married,Star,3978.67,Standard,2018,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
567875,Canada,Quebec,Female,Bachelor,102457.0,Married,Star,3979.72,Standard,2017,5,0,4.0,9037.0,9037.0,0.0,0.0,0.3333333333333333,0.6513389472789296,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0,7
688524,Canada,Manitoba,Female,Bachelor,103862.0,Married,Star,3980.42,Standard,2013,3,0,11.0,15613.0,15613.0,1993.0,359.0,0.9166666666666666,1.3789543689024493,5.0,0.12765003522705437,2.0,1.0,0.0,8.0,0.0,0,57
269070,Canada,British Columbia,Male,Master,93153.0,Married,Star,3985.32,Standard,2013,1,0,28.0,35858.0,35858.0,673.0,121.0,2.3333333333333335,1.4354811251305468,11.0,0.01876847565396843,6.0,8.0,8.0,6.0,0.0,0,59
387705,Canada,Quebec,Female,Master,93153.0,Married,Star,3985.32,Standard,2013,4,0,20.0,30308.0,30308.0,472.0,85.0,1.6666666666666667,1.874873733122184,6.0,0.015573445954863402,10.0,2.0,5.0,3.0,1.0,0,56
923293,Canada,Saskatchewan,Male,Bachelor,86793.0,Divorced,Star,3985.55,Standard,2016,6,0,32.0,36863.0,36863.0,412.0,74.0,2.6666666666666665,1.9227505550564008,10.0,0.01117651846024469,5.0,4.0,16.0,7.0,0.0,0,18
283314,Canada,Ontario,Female,Bachelor,72127.0,Married,Star,3991.73,Standard,2013,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,56
322102,Canada,British Columbia,Male,College,,Married,Star,3992.58,Standard,2013,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,52
789157,Canada,British Columbia,Female,College,,Single,Star,3995.36,Standard,2018,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
654748,Canada,Ontario,Female,Bachelor,65721.0,Married,Star,3996.77,Standard,2017,4,0,12.0,16433.0,16433.0,0.0,0.0,1.0,1.5374122295716148,5.0,0.0,7.0,0.0,1.0,4.0,0.0,1,8
984713,Canada,Ontario,Female,College,,Single,Star,3997.48,Standard,2018,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
114835,Canada,Ontario,Female,Master,101354.0,Divorced,Star,4001.52,Standard,2017,7,0,8.0,11280.0,11280.0,0.0,0.0,0.6666666666666666,1.1547005383792517,4.0,0.0,6.0,0.0,1.0,1.0,0.0,0,5
328936,Canada,Ontario,Female,Bachelor,53118.0,Married,Star,4005.72,Standard,2015,3,0,27.0,30411.0,30411.0,906.0,163.0,2.25,1.815338686155987,9.0,0.02979185163263293,10.0,5.0,9.0,3.0,0.0,0,33
845864,Canada,British Columbia,Female,Doctor,115440.0,Married,Star,4013.85,Standard,2013,4,0,26.0,32118.0,32118.0,1376.0,248.0,2.1666666666666665,2.1672493389016636,8.0,0.04284202005106171,1.0,11.0,12.0,2.0,2.0,0,56
645265,Canada,Quebec,Male,Bachelor,73313.0,Married,Star,4013.95,Standard,2013,3,0,17.0,27182.0,27182.0,0.0,0.0,1.4166666666666667,1.378954368902449,8.0,0.0,4.0,2.0,5.0,6.0,0.0,0,57
223587,Canada,British Columbia,Female,Bachelor,100167.0,Married,Star,4013.96,Standard,2017,8,0,10.0,18618.0,18618.0,554.0,100.0,0.8333333333333334,1.403458930534474,4.0,0.029756149962401977,6.0,0.0,0.0,4.0,0.0,0,4
158560,Canada,British Columbia,Male,Bachelor,59262.0,Married,Star,4014.45,Standard,2015,12,0,15.0,22952.0,22952.0,1250.0,225.0,1.25,1.3568010505999362,6.0,0.05446148483792262,3.0,5.0,2.0,5.0,0.0,0,24
417584,Canada,British Columbia,Male,Bachelor,59262.0,Married,Star,4014.45,Standard,2014,5,0,19.0,31357.0,31357.0,607.0,109.0,1.5833333333333333,2.0652243256245835,6.0,0.019357719169563414,4.0,2.0,11.0,2.0,2.0,0,43
566033,Canada,Ontario,Male,College,,Married,Star,4015.21,Standard,2015,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,30
472521,Canada,Alberta,Male,College,,Married,Aurora,6265.34,2018 Promotion,2018,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
425854,Canada,Ontario,Female,High School or Below,39079.0,Married,Star,4016.13,Standard,2016,11,0,22.0,34662.0,34662.0,630.0,113.0,1.8333333333333333,1.8989630344113089,7.0,0.018175523628180718,5.0,3.0,9.0,5.0,0.0,1,13
174896,Canada,Alberta,Female,College,,Single,Star,4016.54,Standard,2015,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,32
695855,Canada,Quebec,Female,College,,Divorced,Star,4019.38,Standard,2013,4,1,15.0,24299.0,24299.0,436.0,78.0,1.25,1.4222261679238197,9.0,0.017943125231491008,3.0,7.0,3.0,2.0,1.0,0,56
699511,Canada,British Columbia,Female,College,,Divorced,Star,4019.38,Standard,2014,7,1,20.0,30672.0,30672.0,0.0,0.0,1.6666666666666667,1.775250729197189,7.0,0.0,6.0,5.0,6.0,3.0,1.0,0,41
377322,Canada,Alberta,Female,Bachelor,62518.0,Married,Star,4023.81,Standard,2016,5,0,27.0,55363.0,55363.0,1059.0,191.0,2.25,2.050498830661811,8.0,0.019128298683236095,4.0,7.0,13.0,3.0,0.0,0,19
511053,Canada,Ontario,Male,Bachelor,62518.0,Married,Star,4023.81,Standard,2015,3,0,15.0,25061.0,25061.0,802.0,145.0,1.25,1.4222261679238197,6.0,0.03200191532660309,2.0,4.0,2.0,7.0,0.0,0,33
890753,Canada,Quebec,Male,College,,Married,Star,4025.1,Standard,2017,9,1,5.0,10400.0,10400.0,723.0,130.0,0.4166666666666667,1.443375672974064,1.0,0.06951923076923076,0.0,0.0,0.0,5.0,0.0,0,3
796670,Canada,Manitoba,Female,Bachelor,47536.0,Married,Star,4035.68,Standard,2014,2,0,30.0,47222.0,47222.0,420.0,76.0,2.5,1.8829377433825438,9.0,0.008894159501927068,2.0,7.0,13.0,8.0,0.0,0,46
556136,Canada,Quebec,Female,College,,Married,Star,4035.77,Standard,2017,1,1,18.0,17599.0,17599.0,521.0,94.0,1.5,1.7320508075688772,8.0,0.029603954770157394,2.0,4.0,11.0,1.0,0.0,0,11
513081,Canada,Alberta,Female,Bachelor,98320.0,Married,Star,4037.5,Standard,2015,11,0,12.0,22756.0,22756.0,995.0,180.0,1.0,1.044465935734187,7.0,0.04372473193882932,4.0,2.0,2.0,4.0,0.0,0,25
930718,Canada,Quebec,Female,High School or Below,63577.0,Married,Star,4037.55,Standard,2015,7,0,26.0,29787.0,29787.0,1088.0,196.0,2.1666666666666665,1.5859229221975182,9.0,0.03652600127572431,5.0,6.0,9.0,6.0,0.0,0,29
235872,Canada,Ontario,Female,Doctor,89057.0,Single,Star,4046.94,Standard,2013,3,0,26.0,41976.0,41976.0,1221.0,220.0,2.1666666666666665,2.2896340848319503,7.0,0.02908805031446541,4.0,5.0,9.0,8.0,0.0,0,57
881142,Canada,British Columbia,Female,Doctor,89057.0,Single,Star,4046.94,Standard,2016,9,0,9.0,9859.0,9859.0,870.0,157.0,0.75,0.9653072991634227,5.0,0.08824424383811745,0.0,6.0,0.0,3.0,7.0,1,15
295147,Canada,British Columbia,Male,Bachelor,99814.0,Married,Star,4048.16,Standard,2017,5,0,15.0,23429.0,23429.0,968.0,174.0,1.25,1.764549903980152,5.0,0.04131631738443809,6.0,0.0,9.0,0.0,2.0,0,7
306110,Canada,Ontario,Male,Bachelor,64587.0,Married,Star,4053.37,Standard,2013,5,0,10.0,14465.0,14465.0,797.0,143.0,0.8333333333333334,1.337115846843043,5.0,0.055098513653646736,0.0,1.0,1.0,8.0,0.0,0,55
295217,Canada,Ontario,Female,Doctor,67411.0,Divorced,Star,4059.57,Standard,2016,6,0,10.0,19259.0,19259.0,1034.0,186.0,0.8333333333333334,1.337115846843043,5.0,0.05368918427748066,0.0,1.0,3.0,6.0,0.0,0,18
967300,Canada,Alberta,Male,Bachelor,62630.0,Single,Aurora,6364.9,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
591731,Canada,Ontario,Male,Bachelor,51370.0,Married,Star,4064.18,Standard,2013,9,0,24.0,39625.0,39625.0,645.0,116.0,2.0,1.414213562373095,10.0,0.016277602523659306,3.0,9.0,8.0,4.0,2.0,0,51
